Date,ID,Title,Artist,Playback Count
09/08/2021,469270443,Astronaut In The Ocean,Masked Wolf,10655406
09/08/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,265958
09/08/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1346328
09/08/2021,564095965,traitor,Olivia Rodrigo,553930
09/08/2021,573221779,working,Tate McRae & Khalid,213930
09/08/2021,521080740,My Boy,Elvie Shane,410732
09/08/2021,579494579,Like I'm Gonna Lose You,Christina Milian,179382
09/08/2021,570834839,Butter,BTS,2563722
09/08/2021,10649972,Just A Gigolo/I Ain't Got Nobody,Louis Prima,323128
09/08/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2311462
09/08/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2562256
09/08/2021,576463871,Juega,Cali y El Dandee & Charly Black,30761
09/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,330626
09/08/2021,403355346,Sucker's Prayer,The Decemberists,59115
09/08/2021,569364037,Loco,"Justin Quiles, Chimbala & Zion & Lennox",662167
09/08/2021,579813774,Ptpom (Remix),MoheadMike Feat. Big Boogie & Duke Deuce,16946
09/08/2021,570569787,Maybach,42 Dugg Feat. Future,189013
09/08/2021,577458322,Demeanor,Pop Smoke Feat. Dua Lipa,109696
09/08/2021,570156203,Straightenin,Migos,424207
09/08/2021,572583713,Yonaguni,Bad Bunny,716255
09/08/2021,342158320,Dark Red,Steve Lacy,408301
09/08/2021,561448390,Tombstone,Rod Wave,353992
09/08/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3630039
09/08/2021,567890019,Lost,Maroon 5,322939
09/08/2021,564125521,4 Da Gang (Mixed),42 Dugg & Roddy Ricch,444228
09/08/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,1926371
09/08/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",190892
09/08/2021,564660626,2055,Sleepy Hallow,149633
09/08/2021,574555938,Rain (from The Suicide Squad),grandson & Jessie Reyez,62140
09/08/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,118651
09/08/2021,535460679,Dead Man Walking,Brent Faiyaz,510660
09/08/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,2216138
09/08/2021,460406296,Almeda,Solange,209226
09/08/2021,567381435,NDA,Billie Eilish,218623
09/08/2021,10530810,Smells Like Teen Spirit,Nirvana,7642679
09/08/2021,560746534,Wants and Needs,Drake Feat. Lil Baby,995535
09/08/2021,517715261,Go Crazy,Chris Brown & Young Thug,4105337
09/08/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",132335
09/08/2021,570401689,I Was On a Boat That Day,Old Dominion,152555
09/08/2021,529385727,Come & Go,Juice WRLD & Marshmello,2635888
09/08/2021,550051475,Way Less Sad,AJR,537071
09/08/2021,503576063,Blinding Lights,The Weeknd,22197274
09/08/2021,578444173,No Child Left Behind,Kanye West,166414
09/08/2021,573820877,Beethoven,Kenndog,298984
09/08/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,960917
09/08/2021,532270360,One Too Many,Keith Urban & P!nk,1620669
09/08/2021,357297386,Never In My Wildest Dreams,Dan Auerbach,99285
09/08/2021,563439380,Twerkulator,City Girls,322033
09/08/2021,538802718,We Didn't Have Much,Justin Moore,256707
09/08/2021,51986794,Where'd All The Time Go?,Dr. Dog,284053
09/08/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,91219
09/08/2021,541709647,Quicksand,Morray,1029231
09/08/2021,535825899,Forever After All,Luke Combs,576955
09/08/2021,547867863,Best Friend,Saweetie Feat. Doja Cat,1795760
09/08/2021,555418199,Complicated,Leela James,157100
09/08/2021,463104430,Fire For You,Cannons,1450155
09/08/2021,549952578,drivers license,Olivia Rodrigo,7157088
09/08/2021,567407114,Touch Down 2 Cause Hell,Hd4president,701388
09/08/2021,580215604,Ya Superame,Grupo Firme,24453
09/08/2021,566909807,All I Know So Far,P!nk,646904
09/08/2021,553778502,Glad You Exist (Acoustic),Dan + Shay,302391
09/08/2021,53379238,Montezuma,Fleet Foxes,143285
09/08/2021,504483956,My Potna Dem,$ilkMoney,353520
09/08/2021,550784332,Nevada,YoungBoy Never Broke Again,283582
09/08/2021,561571511,Outside,MO3 & OG Bobby Billions,262912
09/08/2021,543765429,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Feat. Florida Georgia Line,201921
09/08/2021,416805370,Audio,"LSD Feat. Sia, Diplo & Labrinth",1829745
09/08/2021,554795006,Who Want Smoke?,Nardo Wick,241575
09/08/2021,501834427,Before You Go,Lewis Capaldi,9233204
09/08/2021,90198446,She Knows,J. Cole Feat. Amber Coffman & Cults,1117265
09/08/2021,6019127,Folsom Prison Blues (Live),Johnny Cash,239720
09/08/2021,535306088,Memory I Don't Mess With,Lee Brice,205889
09/08/2021,417323019,Fell In Luv,Playboi Carti Feat. Bryson Tiller,130336
09/08/2021,573012458,FWMGAB,French Montana,160717
09/08/2021,50881429,Alors On Danse,Stromae,7472868
09/08/2021,541712669,positions,Ariana Grande,2160789
09/08/2021,555375589,Waves,Luke Bryan,161135
09/08/2021,518008253,Single Saturday Night,Cole Swindell,341714
09/08/2021,55512362,Don't Stop Believin',Journey,8682993
09/08/2021,40299890,Tom's Diner,DNA Feat. Suzanne Vega,2588108
09/08/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,175426
09/08/2021,577590984,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez",32038
09/08/2021,558778653,Can't Let It Show,Tank,363159
09/08/2021,570428002,We Win (Space Jam: A New Legacy),Lil Baby & Kirk Franklin,232183
09/08/2021,540951142,Damage,H.E.R.,1075254
09/08/2021,573239718,Ain't Shit,Doja Cat,319371
09/08/2021,20144841,Dreams,Fleetwood Mac,6220230
09/08/2021,490675972,Circles,Post Malone,10505080
09/08/2021,573603428,Renegade,Big Red Machine Feat. Taylor Swift,66121
09/08/2021,575722630,De Museo,Bad Bunny,328783
09/08/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,14139
09/08/2021,445889608,Someone You Loved,Lewis Capaldi,23093783
09/08/2021,563610551,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom",740132
09/08/2021,507435037,I Do,Aloe Blacc,309855
09/08/2021,456773549,I Hope,Gabby Barrett,3164478
09/08/2021,575373962,Wrecked,Imagine Dragons,349242
09/08/2021,546930430,On Me,Lil Baby,910413
09/08/2021,86019850,The Way,Ariana Grande Feat. Mac Miller,2990272
09/08/2021,44928779,Who Shot Ya,The Notorious B.I.G.,440497
09/08/2021,555481913,Fiel,"Los Legendarios, Wisin & Jhay Cortez",1374268
09/08/2021,528456148,What You Know Bout Love,Pop Smoke,2734102
09/08/2021,52580443,My Body,Young The Giant,1426978
09/08/2021,529722332,Mood,24kGoldn Feat. iann dior,7071913
09/08/2021,577590009,Better Believe,"Belly, The Weeknd & Young Thug",73402
09/08/2021,3179768,U Can't Touch This,MC Hammer,3703809
09/08/2021,571127457,Scars in Heaven,Casting Crowns,43664
09/08/2021,511524106,Knowing You,Kenny Chesney,153380
09/08/2021,564535130,My Jesus,Anne Wilson,85253
09/08/2021,545712060,Pick Up Your Feelings,Jazmine Sullivan,552284
09/08/2021,570443602,Seeing Green (Mixed),"Nicki Minaj, Drake & Lil Wayne",410258
09/08/2021,559787093,Country Again,Thomas Rhett,174765
09/08/2021,466040067,Dance Monkey,Tones And I,39433274
09/08/2021,509527615,Kings & Queens,Ava Max,5666636
09/08/2021,542630012,pov,Ariana Grande,740946
09/08/2021,577705732,King Shark and the Clyrax,John Murphy Feat. Jessica Rotter,27507
09/08/2021,504687476,Roses (Imanbek Remix),SAINt JHN,24780489
09/08/2021,10460363,Grazing In The Grass,Hugh Masekela,215851
09/08/2021,536859303,Whiskey And Rain,Michael Ray,145533
09/08/2021,349198062,PRIDE.,Kendrick Lamar,362686
09/08/2021,512620229,you broke me first,Tate McRae,3862098
09/08/2021,40602165,Luxurious,Gwen Stefani,324390
09/08/2021,574592292,Poblado [Remix],"J Balvin, KAROL G & Nicky Jam Feat. Crissin, Totoy El Frio & Natan & Shander",259601
09/08/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,334667
09/08/2021,576922870,Holy Smokes,Trippie Redd Feat. Lil Uzi Vert,44406
09/08/2021,506351540,Bang!,AJR,2488750
09/08/2021,571953552,Fast Lane,"Don Toliver, Lil Durk & Latto",363311
09/08/2021,534468438,You Should Probably Leave,Chris Stapleton,137874
09/08/2021,574799712,Smells Like Teen Spirit,Malia J,669315
09/08/2021,577091460,I Like That,Bazzi,23861
09/08/2021,524586488,Jerusalema (Remix),Master KG Feat. Burna Boy & Nomcebo Zikode,1832773
09/08/2021,554247111,All My Favorite Songs,Weezer,250746
09/08/2021,575964485,Sobrio,Maluma,235598
09/08/2021,516477861,OK Cool,CEO Trayle,121692
10/08/2021,573386652,Bad Habits,Ed Sheeran,4176181
10/08/2021,552221348,STAY,The Kid LAROI & Justin Bieber,1604649
10/08/2021,537255883,Essence,Wizkid Feat. Tems,1096727
10/08/2021,575061784,Pepas,Farruko,1010720
10/08/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,4834343
10/08/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,1733597
10/08/2021,573239715,You Right,Doja Cat & The Weeknd,609032
10/08/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,3807736
10/08/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,652681
10/08/2021,128925066,Can't Sleep,K.Flay,284976
10/08/2021,564095960,good 4 u,Olivia Rodrigo,2864821
10/08/2021,572701645,Late At Night,Roddy Ricch,648956
10/08/2021,490704796,Oh No!!!,grandson,133590
10/08/2021,568200861,EVERY CHANCE I GET [Mixed],DJ Khaled Feat. Lil Baby & Lil Durk,789029
10/08/2021,563288858,You,"Regard, Troye Sivan & Tate McRae",1196306
10/08/2021,542730886,telepatía,Kali Uchis,3653135
10/08/2021,552136231,GYALIS,Capella Grey,350769
10/08/2021,564094803,deja vu,Olivia Rodrigo,1565795
10/08/2021,2883672,Hey,Pixies,603934
10/08/2021,385334817,Beggin,Måneskin,4678004
10/08/2021,577722304,Wild Side,Normani Feat. Cardi B,181938
10/08/2021,569990487,I Like Dat,T-Pain & Kehlani,398703
10/08/2021,460791620,Arcade,Duncan Laurence,6136278
10/08/2021,579394748,Skate,"Bruno Mars, Anderson .Paak & Silk Sonic",157808
10/08/2021,573286436,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",272137
10/08/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,915876
10/08/2021,579745872,Volví,Aventura & Bad Bunny,103919
10/08/2021,546919515,WHOLE LOTTA MONEY,BIA,682541
10/08/2021,568180108,Fancy Like,Walker Hayes,251719
10/08/2021,511164515,Love Again,Dua Lipa,1764562
10/08/2021,46741798,People Who Died,The Jim Carroll Band,226810
10/08/2021,573239739,Need To Know,Doja Cat,1036299
10/08/2021,576945894,Motley Crew,Post Malone,329063
10/08/2021,493025931,Strange,Celeste,529390
10/08/2021,579903331,Take My Breath,The Weeknd,118991
10/08/2021,570187620,Todo De Ti,Rauw Alejandro,2219342
10/08/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,130260
10/08/2021,44513685,Whistle For The Choir,The Fratellis,307926
10/08/2021,360976407,So Busted,Culture Abuse,42658
10/08/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3405255
10/08/2021,567381450,Happier Than Ever,Billie Eilish,186945
10/08/2021,560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",6084573
10/08/2021,568076990,A-O-K,Tai Verdes,354047
10/08/2021,565900902,Wockesha,Moneybagg Yo,664203
10/08/2021,564361520,RAPSTAR,Polo G,1199882
10/08/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,466265
10/08/2021,570413102,m y . l i f e,"J. Cole, 21 Savage & Morray",492958
10/08/2021,543181432,WITHOUT YOU,The Kid LAROI,4812280
10/08/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,6435892
10/08/2021,577874712,Don't Go Yet,Camila Cabello,271138
10/08/2021,573210085,Thot Shit,Megan Thee Stallion,589569
10/08/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,434795
10/08/2021,510700753,Save Your Tears,The Weeknd,7785513
10/08/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,4817450
10/08/2021,578289393,Over The Top,Smiley Feat. Drake,94983
10/08/2021,49967701,Intro,The XX,6473723
10/08/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,803179
10/08/2021,514260283,Heat Waves,Glass Animals,2550821
10/08/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,155816
10/08/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,50846
10/08/2021,427195130,Cognac Queen,Megan Thee Stallion,177970
10/08/2021,572573973,Angles,Wale Feat. Chris Brown,193026
10/08/2021,10649972,Just A Gigolo/I Ain't Got Nobody,Louis Prima,328010
10/08/2021,575816802,Memory,Kane Brown & blackbear,98009
10/08/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,337178
10/08/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1625941
10/08/2021,555285022,Time Today,Moneybagg Yo,717020
10/08/2021,403355346,Sucker's Prayer,The Decemberists,62183
10/08/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,268451
10/08/2021,469270443,Astronaut In The Ocean,Masked Wolf,10672322
10/08/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1354812
10/08/2021,564095965,traitor,Olivia Rodrigo,561636
10/08/2021,521080740,My Boy,Elvie Shane,413009
10/08/2021,504177021,Everywhereigo,Babyxsosa,180402
10/08/2021,574555938,Rain (from The Suicide Squad),grandson & Jessie Reyez,68223
10/08/2021,573221779,working,Tate McRae & Khalid,217116
10/08/2021,579813774,Ptpom (Remix),MoheadMike Feat. Big Boogie & Duke Deuce,19744
10/08/2021,570834839,Butter,BTS,2571571
10/08/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2319521
10/08/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2566728
10/08/2021,569364037,Loco,"Justin Quiles, Chimbala & Zion & Lennox",670976
10/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,332761
10/08/2021,577458322,Demeanor,Pop Smoke Feat. Dua Lipa,114035
10/08/2021,570569787,Maybach,42 Dugg Feat. Future,190730
10/08/2021,561448390,Tombstone,Rod Wave,356103
10/08/2021,572583713,Yonaguni,Bad Bunny,721622
10/08/2021,579494579,Like I'm Gonna Lose You,Christina Milian,186124
10/08/2021,580215604,Ya Superame,Grupo Firme,28773
10/08/2021,570156203,Straightenin,Migos,426653
10/08/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3634385
10/08/2021,567890019,Lost,Maroon 5,328652
10/08/2021,342158320,Dark Red,Steve Lacy,419191
10/08/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",192961
10/08/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,120755
10/08/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,1928669
10/08/2021,564125521,4 Da Gang (Mixed),42 Dugg & Roddy Ricch,445943
10/08/2021,564660626,2055,Sleepy Hallow,154004
10/08/2021,529385727,Come & Go,Juice WRLD & Marshmello,2641649
10/08/2021,10530810,Smells Like Teen Spirit,Nirvana,7650379
10/08/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,2242243
10/08/2021,560746534,Wants and Needs,Drake Feat. Lil Baby,997996
10/08/2021,460406296,Almeda,Solange,211438
10/08/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",134903
10/08/2021,570401689,I Was On a Boat That Day,Old Dominion,154367
10/08/2021,567381435,NDA,Billie Eilish,224115
10/08/2021,517715261,Go Crazy,Chris Brown & Young Thug,4108241
10/08/2021,578444173,No Child Left Behind,Kanye West,176105
10/08/2021,503576063,Blinding Lights,The Weeknd,22207375
10/08/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,964279
10/08/2021,550051475,Way Less Sad,AJR,538784
10/08/2021,6019127,Folsom Prison Blues (Live),Johnny Cash,241756
10/08/2021,535460679,Dead Man Walking,Brent Faiyaz,511314
10/08/2021,573820877,Beethoven,Kenndog,309212
10/08/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,94306
10/08/2021,538802718,We Didn't Have Much,Justin Moore,258420
10/08/2021,563439380,Twerkulator,City Girls,323663
10/08/2021,555418199,Complicated,Leela James,159151
10/08/2021,532270360,One Too Many,Keith Urban & P!nk,1622692
10/08/2021,416805370,Audio,"LSD Feat. Sia, Diplo & Labrinth",1833863
10/08/2021,541709647,Quicksand,Morray,1030878
10/08/2021,535825899,Forever After All,Luke Combs,578554
10/08/2021,567407114,Touch Down 2 Cause Hell,Hd4president,704151
10/08/2021,463104430,Fire For You,Cannons,1454656
10/08/2021,549952578,drivers license,Olivia Rodrigo,7167284
10/08/2021,547867863,Best Friend,Saweetie Feat. Doja Cat,1799708
10/08/2021,553778502,Glad You Exist (Acoustic),Dan + Shay,304123
10/08/2021,566909807,All I Know So Far,P!nk,652301
10/08/2021,561571511,Outside,MO3 & OG Bobby Billions,264225
10/08/2021,543765429,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Feat. Florida Georgia Line,203312
10/08/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,15888
10/08/2021,541712669,positions,Ariana Grande,2164607
10/08/2021,535306088,Memory I Don't Mess With,Lee Brice,207309
10/08/2021,504483956,My Potna Dem,$ilkMoney,360210
10/08/2021,573012458,FWMGAB,French Montana,162412
10/08/2021,554795006,Who Want Smoke?,Nardo Wick,243189
10/08/2021,550784332,Nevada,YoungBoy Never Broke Again,285460
10/08/2021,56342481,Born Killer,Geto Boys & Scarface,16329
10/08/2021,577705732,King Shark and the Clyrax,John Murphy Feat. Jessica Rotter,32253
10/08/2021,555375589,Waves,Luke Bryan,162653
10/08/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,176829
10/08/2021,417323019,Fell In Luv,Playboi Carti Feat. Bryson Tiller,135115
10/08/2021,90198446,She Knows,J. Cole Feat. Amber Coffman & Cults,1124243
10/08/2021,55512362,Don't Stop Believin',Journey,8685644
10/08/2021,40299890,Tom's Diner,DNA Feat. Suzanne Vega,2592929
10/08/2021,518008253,Single Saturday Night,Cole Swindell,343019
10/08/2021,50881429,Alors On Danse,Stromae,7487363
10/08/2021,20144841,Dreams,Fleetwood Mac,6224448
10/08/2021,540951142,Damage,H.E.R.,1076755
10/08/2021,51986794,Where'd All The Time Go?,Dr. Dog,288394
10/08/2021,357297386,Never In My Wildest Dreams,Dan Auerbach,101493
10/08/2021,86019850,The Way,Ariana Grande Feat. Mac Miller,2992966
10/08/2021,501834427,Before You Go,Lewis Capaldi,9238665
10/08/2021,573603428,Renegade,Big Red Machine Feat. Taylor Swift,67992
10/08/2021,558778653,Can't Let It Show,Tank,364438
10/08/2021,579019082,My Own Drum (Remix) [with Missy Elliott],Ynairaly Simo,29321
10/08/2021,490675972,Circles,Post Malone,10508928
10/08/2021,53379238,Montezuma,Fleet Foxes,145039
10/08/2021,349198062,PRIDE.,Kendrick Lamar,365183
10/08/2021,577590984,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez",33015
10/08/2021,573239718,Ain't Shit,Doja Cat,323919
10/08/2021,570428002,We Win (Space Jam: A New Legacy),Lil Baby & Kirk Franklin,233849
10/08/2021,445889608,Someone You Loved,Lewis Capaldi,23100734
10/08/2021,575373962,Wrecked,Imagine Dragons,360690
10/08/2021,44928779,Who Shot Ya,The Notorious B.I.G.,440991
10/08/2021,3179768,U Can't Touch This,MC Hammer,3709627
10/08/2021,456773549,I Hope,Gabby Barrett,3166073
10/08/2021,546930430,On Me,Lil Baby,911874
10/08/2021,563610551,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom",742810
10/08/2021,577705757,Ratism,John Murphy,25521
10/08/2021,507435037,I Do,Aloe Blacc,311068
10/08/2021,577590009,Better Believe,"Belly, The Weeknd & Young Thug",75673
10/08/2021,511524106,Knowing You,Kenny Chesney,154638
10/08/2021,528456148,What You Know Bout Love,Pop Smoke,2736727
10/08/2021,555481913,Fiel,"Los Legendarios, Wisin & Jhay Cortez",1377426
10/08/2021,564535130,My Jesus,Anne Wilson,86441
10/08/2021,570443602,Seeing Green (Mixed),"Nicki Minaj, Drake & Lil Wayne",412172
10/08/2021,529722332,Mood,24kGoldn Feat. iann dior,7078020
10/08/2021,575722630,De Museo,Bad Bunny,335644
10/08/2021,55673220,We Belong Together,Ritchie Valens,431170
10/08/2021,509527615,Kings & Queens,Ava Max,5671309
10/08/2021,571127457,Scars in Heaven,Casting Crowns,44827
10/08/2021,559787093,Country Again,Thomas Rhett,176049
10/08/2021,466040067,Dance Monkey,Tones And I,39440489
10/08/2021,40602165,Luxurious,Gwen Stefani,328122
10/08/2021,504687476,Roses (Imanbek Remix),SAINt JHN,24788900
10/08/2021,542630012,pov,Ariana Grande,742875
10/08/2021,552472763,Look Easy,Robin Thicke,115053
10/08/2021,577091460,I Like That,Bazzi,25434
10/08/2021,536859303,Whiskey And Rain,Michael Ray,146527
10/08/2021,545712060,Pick Up Your Feelings,Jazmine Sullivan,553307
10/08/2021,90319038,Collard Greens,Schoolboy Q Feat. Kendrick Lamar,2060464
10/08/2021,506351540,Bang!,AJR,2490377
10/08/2021,534468438,You Should Probably Leave,Chris Stapleton,139173
10/08/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,337966
10/08/2021,575964485,Sobrio,Maluma,244127
10/08/2021,574592292,Poblado [Remix],"J Balvin, KAROL G & Nicky Jam Feat. Crissin, Totoy El Frio & Natan & Shander",263611
10/08/2021,313555935,Be Alright,Ariana Grande,480555
10/08/2021,512620229,you broke me first,Tate McRae,3865253
10/08/2021,55638435,Somebody That I Used To Know,Gotye Feat. Kimbra,25777121
10/08/2021,571601808,Remember This,Jonas Brothers,32006
11/08/2021,573386652,Bad Habits,Ed Sheeran,4260438
11/08/2021,552221348,STAY,The Kid LAROI & Justin Bieber,1702656
11/08/2021,537255883,Essence,Wizkid Feat. Tems,1111553
11/08/2021,575061784,Pepas,Farruko,1046967
11/08/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,4862953
11/08/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,1758493
11/08/2021,573239715,You Right,Doja Cat & The Weeknd,621646
11/08/2021,128925066,Can't Sleep,K.Flay,297730
11/08/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,703213
11/08/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,3818258
11/08/2021,564095960,good 4 u,Olivia Rodrigo,2891076
11/08/2021,490704796,Oh No!!!,grandson,143412
11/08/2021,572701645,Late At Night,Roddy Ricch,656250
11/08/2021,568200861,EVERY CHANCE I GET [Mixed],DJ Khaled Feat. Lil Baby & Lil Durk,794785
11/08/2021,563288858,You,"Regard, Troye Sivan & Tate McRae",1204569
11/08/2021,2883672,Hey,Pixies,611950
11/08/2021,552136231,GYALIS,Capella Grey,357619
11/08/2021,542730886,telepatía,Kali Uchis,3661811
11/08/2021,564094803,deja vu,Olivia Rodrigo,1574202
11/08/2021,385334817,Beggin,Måneskin,4731178
11/08/2021,577722304,Wild Side,Normani Feat. Cardi B,188848
11/08/2021,569990487,I Like Dat,T-Pain & Kehlani,403655
11/08/2021,579394748,Skate,"Bruno Mars, Anderson .Paak & Silk Sonic",171672
11/08/2021,460791620,Arcade,Duncan Laurence,6154614
11/08/2021,579903331,Take My Breath,The Weeknd,143992
11/08/2021,46741798,People Who Died,The Jim Carroll Band,231413
11/08/2021,573286436,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",277342
11/08/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,919420
11/08/2021,511164515,Love Again,Dua Lipa,1786745
11/08/2021,546919515,WHOLE LOTTA MONEY,BIA,687037
11/08/2021,568180108,Fancy Like,Walker Hayes,257333
11/08/2021,44513685,Whistle For The Choir,The Fratellis,313067
11/08/2021,573239739,Need To Know,Doja Cat,1072020
11/08/2021,576945894,Motley Crew,Post Malone,337439
11/08/2021,360976407,So Busted,Culture Abuse,46851
11/08/2021,570187620,Todo De Ti,Rauw Alejandro,2239526
11/08/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,133755
11/08/2021,493025931,Strange,Celeste,537860
11/08/2021,579745872,Volví,Aventura & Bad Bunny,112320
11/08/2021,568076990,A-O-K,Tai Verdes,360103
11/08/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3418296
11/08/2021,560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",6098016
11/08/2021,565900902,Wockesha,Moneybagg Yo,668348
11/08/2021,567381450,Happier Than Ever,Billie Eilish,210594
11/08/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,470027
11/08/2021,564361520,RAPSTAR,Polo G,1204997
11/08/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,447150
11/08/2021,570413102,m y . l i f e,"J. Cole, 21 Savage & Morray",495977
11/08/2021,577874712,Don't Go Yet,Camila Cabello,287815
11/08/2021,543181432,WITHOUT YOU,The Kid LAROI,4822130
11/08/2021,573210085,Thot Shit,Megan Thee Stallion,597666
11/08/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,6457144
11/08/2021,510700753,Save Your Tears,The Weeknd,7802858
11/08/2021,578289393,Over The Top,Smiley Feat. Drake,98537
11/08/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,160932
11/08/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,824778
11/08/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,4830966
11/08/2021,10649972,Just A Gigolo/I Ain't Got Nobody,Louis Prima,331990
11/08/2021,514260283,Heat Waves,Glass Animals,2559998
11/08/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,53864
11/08/2021,427195130,Cognac Queen,Megan Thee Stallion,192458
11/08/2021,572573973,Angles,Wale Feat. Chris Brown,196064
11/08/2021,403355346,Sucker's Prayer,The Decemberists,64549
11/08/2021,575816802,Memory,Kane Brown & blackbear,101599
11/08/2021,49967701,Intro,The XX,6482021
11/08/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,339743
11/08/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1629054
11/08/2021,574555938,Rain (from The Suicide Squad),grandson & Jessie Reyez,73517
11/08/2021,555285022,Time Today,Moneybagg Yo,719220
11/08/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,270865
11/08/2021,580215604,Ya Superame,Grupo Firme,33535
11/08/2021,469270443,Astronaut In The Ocean,Masked Wolf,10690500
11/08/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1363249
11/08/2021,564095965,traitor,Olivia Rodrigo,569450
11/08/2021,521080740,My Boy,Elvie Shane,415324
11/08/2021,579813774,Ptpom (Remix),MoheadMike Feat. Big Boogie & Duke Deuce,22522
11/08/2021,573221779,working,Tate McRae & Khalid,220005
11/08/2021,570834839,Butter,BTS,2579754
11/08/2021,491675299,Things A Man Oughta Know,Lainey Wilson,335147
