Date,ID,Title,Artist,ISRC,Likes,,
23/07/2021,1064620738,Polo G - Toxic,POLO G,,65522,,
23/07/2021,816595933,Polo G - Martin & Gina,POLO G,,614109,,
23/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,219831,,
23/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,Tyler, The Creator,63746
23/07/2021,729604123,,LUCKY3RD,,92292,,
23/07/2021,937006552,Lil Baby - On Me,Lil Baby,,384523,,
23/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,Pooh Shiesty,51852,
23/07/2021,1056040759,ft OGbobbybillions ,blueface,,85643,86247,
23/07/2021,1035859378,Final Warning,NLE Choppa,,121083,,
23/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,84980,,
23/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,42588,,
23/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,209461,,
23/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,169583,,
23/07/2021,975542488,Pain,pinkpantheress,,98211,,
23/07/2021,373180994,All Girls Are The Same,Juice WRLD,,1892641,,
23/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,36194,,
23/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,187003,,
23/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,194253,,
23/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,19949,,
23/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,14127,,
23/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,195086,,
23/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,1688605,,
23/07/2021,1064620216,Polo G - Black Hearted,POLO G,,68224,,
23/07/2021,855569809,HIM.,Jaywall,,134479,,
23/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,15870,,
23/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,102248,,
23/07/2021,1055542654,T-wayne - Player,T-wayne,,28421,,
23/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,Lil Baby,62466,
23/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,184722,,
23/07/2021,763890439,Took Her To The O,King Von,,600994,,
23/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,124535,,
23/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,31837,,
23/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,107514,,
23/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,265978,,
23/07/2021,984680650,No Hoodie,Curly J,,39181,,
23/07/2021,1003330801,Street Runner,Rod Wave,,213038,,
23/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,72779,,
23/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,73112,,
23/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,24566,,
23/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,23037,,
23/07/2021,1048163956,good 4 u,Olivia Rodrigo,,148607,,
23/07/2021,1009475770,Headshot,Lil Tjay,,187733,,
23/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,1509909,,
23/07/2021,1084381669,Motley Crew,Post Malone,,22787,,
23/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,25269,,
23/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,585494,,
23/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,47125,,
23/07/2021,783914911,Rvssian, Lil Mosey,, Lil Tjay - Only The Team (with Lil Mosey & Lil Tjay),Rvssian,271381
23/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,870098,,
23/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,2900441,,
23/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,52500,,
23/07/2021,1077630940,Cry No More,G Herbo,,27892,,
23/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,339214,,
23/07/2021,229787464,Gassed Up,Nebu Kiniza,,1767664,,
23/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,Lil Baby,43794,
23/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,93775,,
23/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,356474,,
23/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,437326,,
23/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,16901,,
23/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,Clever,162448,
23/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,185316,,
23/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,63054,,
23/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,983157,,
23/07/2021,1066292437,Feelin' Peachy,Kodak Black,,39948,,
23/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,39316,,
23/07/2021,574858791,Robbery,Juice WRLD,,1617896,,
23/07/2021,973586695,Time Today,MoneyBagg Yo,,147116,,
23/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,17249,,
23/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,19899,,
23/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,14936,,
23/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,24973,,
23/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,38136,,
24/07/2021,1056306229,Touchable,Remble,,136272,,
24/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,65166,,
24/07/2021,1026185437,2055,Sleepy Hallow,,154657,,
24/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,561054,,
24/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,77595,,
24/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,212056,,
24/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,129684,,
24/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,50298,,
24/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,287520,,
24/07/2021,1056690214,Tell Em,cochise,,156714,,
24/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,78194,,
24/07/2021,1034990764,Wockesha,MoneyBagg Yo,,202105,,
24/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,383597,,
24/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,526338,,
24/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,246810,,
24/07/2021,1061728813,Late At Night,Roddy Ricch,,107239,,
24/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,149200,,
24/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,74990,,
24/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,558173,,
24/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,105628,,
24/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,569414,,
24/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,106793,,
24/07/2021,1067887690,DDG - ICarly Freestyle,D40,,25667,,
24/07/2021,1075291135,Cabo,BANKROL HAYDEN,,34704,,
24/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,600435,,
24/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,98705,,
24/07/2021,1060725346,Lil Baby, Lil Durk,,86044,,
24/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,43082,,
24/07/2021,1013619421,Tombstone,Rod Wave,,287030,,
24/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,265191,,
24/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,33081,,
24/07/2021,1060725400,Lil Baby, Lil Durk,,85505,,
24/07/2021,1064620738,Polo G - Toxic,POLO G,,66239,,
24/07/2021,816595933,Polo G - Martin & Gina,POLO G,,614658,,
24/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,220132,,
24/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,64454,,
24/07/2021,729604123,,LUCKY3RD,,92668,,
24/07/2021,937006552,Lil Baby - On Me,Lil Baby,,385043,,
24/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,52780,,
24/07/2021,1056040759,ft OGbobbybillions ,blueface,,86871,,
24/07/2021,1035859378,Final Warning,NLE Choppa,,121699,,
24/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,85565,,
24/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,43595,,
24/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,209972,,
24/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,170150,,
24/07/2021,975542488,Pain,pinkpantheress,,99547,,
24/07/2021,373180994,All Girls Are The Same,Juice WRLD,,1893109,,
24/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,37240,,
24/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,187323,,
24/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,194908,,
24/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,21327,,
24/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,15161,,
24/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,195363,,
24/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,1688980,,
24/07/2021,1064620216,Polo G - Black Hearted,POLO G,,68505,,
24/07/2021,855569809,HIM.,Jaywall,,135071,,
24/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,16297,,
24/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,102823,,
24/07/2021,1055542654,T-wayne - Player,T-wayne,,28858,,
24/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,62787,,
24/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,185025,,
24/07/2021,763890439,Took Her To The O,King Von,,601402,,
24/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,124947,,
24/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,32301,,
24/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,107775,,
24/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,266374,,
24/07/2021,984680650,No Hoodie,Curly J,,39281,,
24/07/2021,1003330801,Street Runner,Rod Wave,,213328,,
24/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,73331,,
24/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,73622,,
24/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,25976,,
24/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,24120,,
24/07/2021,1048163956,good 4 u,Olivia Rodrigo,,149513,,
24/07/2021,1009475770,Headshot,Lil Tjay,,187999,,
24/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,1510349,,
24/07/2021,1084381669,Motley Crew,Post Malone,,23346,,
24/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,25804,,
24/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,585918,,
24/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,47583,,
24/07/2021,783914911,Rvssian, Lil Mosey,,271632,,
24/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,870436,,
24/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,2900750,,
24/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,53022,,
24/07/2021,1077630940,Cry No More,G Herbo,,28238,,
24/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,339474,,
24/07/2021,229787464,Gassed Up,Nebu Kiniza,,1767777,,
24/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,44119,,
24/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,93916,,
24/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,356829,,
24/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,437596,,
24/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,17305,,
24/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,162743,,
24/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,185581,,
24/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,63710,,
24/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,983623,,
24/07/2021,1066292437,Feelin' Peachy,Kodak Black,,40499,,
24/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,39435,,
24/07/2021,574858791,Robbery,Juice WRLD,,1618255,,
24/07/2021,973586695,Time Today,MoneyBagg Yo,,147425,,
24/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,17830,,
24/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,21073,,
24/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,15627,,
24/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,26521,,
24/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,38432,,
24/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,36203,,
24/07/2021,1086195169,MIA,ssgkobe,,14173,,
24/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,16517,,
24/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,14899,,
24/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,15577,,
24/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,16032,,
24/07/2021,1079066473,How,JayPareil,,9508,,
25/07/2021,1056306229,Touchable,Remble,,140419,,
25/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,68441,,
25/07/2021,1026185437,2055,Sleepy Hallow,,158347,,
25/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,562336,,
25/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,85734,,
25/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,213562,,
25/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,131041,,
25/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,53115,,
25/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,288497,,
25/07/2021,1056690214,Tell Em,cochise,,158271,,
