Date,ID,Title,Artist,ISRC,Playcount,,
23/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,1735059,,
23/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,11670511,,
23/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,5909649,,
23/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1292687,,
23/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,17283318,,
23/07/2021,1056690214,Tell Em,cochise,,7445504,,
23/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,2639911,,
23/07/2021,1034990764,Wockesha,MoneyBagg Yo,,10234558,,
23/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,20564896,,
23/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,37060259,,
23/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,16077490,,
23/07/2021,1061728813,Late At Night,Roddy Ricch,,4210695,,
23/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,8737512,,
23/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,2419137,,
23/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,36436756,,
23/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,4405098,,
23/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,66011784,,
23/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,11523750,,
23/07/2021,1067887690,DDG - ICarly Freestyle,D40,,2026170,,
23/07/2021,1075291135,Cabo,BANKROL HAYDEN,,1408628,,
23/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,50842431,,
23/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,4598651,,
23/07/2021,1060725346,Lil Baby, Lil Durk,, Meek Mill - Still Runnin,Lil Baby,3920834
23/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,3175760,,
23/07/2021,1013619421,Tombstone,Rod Wave,,19226270,,
23/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,16197977,,
23/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1183387,,
23/07/2021,1060725400,Lil Baby, Lil Durk,, Travis Scott - Hats Off,Lil Baby,3902938
23/07/2021,1064620738,Polo G - Toxic,POLO G,,2975270,,
23/07/2021,816595933,Polo G - Martin & Gina,POLO G,,52927121,,
23/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,23957933,,
23/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,Tyler, The Creator,2289116
23/07/2021,729604123,,LUCKY3RD,,8129729,,
23/07/2021,937006552,Lil Baby - On Me,Lil Baby,,28078838,,
23/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,Pooh Shiesty,2454278,
23/07/2021,1056040759,ft OGbobbybillions ,blueface,,4359382,4426157,
23/07/2021,1035859378,Final Warning,NLE Choppa,,6669110,,
23/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,3862385,,
23/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,2155361,,
23/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,12147274,,
23/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,10915833,,
23/07/2021,975542488,Pain,pinkpantheress,,4268591,,
23/07/2021,373180994,All Girls Are The Same,Juice WRLD,,188928275,,
23/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,1449062,,
23/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,12616669,,
23/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,16991524,,
23/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,463318,,
23/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,474905,,
23/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,14296896,,
23/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,184980236,,
23/07/2021,1064620216,Polo G - Black Hearted,POLO G,,3478280,,
23/07/2021,855569809,HIM.,Jaywall,,15268043,,
23/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,1250212,,
23/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,6634500,,
23/07/2021,1055542654,T-wayne - Player,T-wayne,,2108532,,
23/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,Lil Baby,3068703,
23/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,16247930,,
23/07/2021,763890439,Took Her To The O,King Von,,43005783,,
23/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,7364625,,
23/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,901762,,
23/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,5926038,,
23/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,17396875,,
23/07/2021,984680650,No Hoodie,Curly J,,4992198,,
23/07/2021,1003330801,Street Runner,Rod Wave,,14164591,,
23/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,4168964,,
23/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,3300381,,
23/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,546736,,
23/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,499877,,
23/07/2021,1048163956,good 4 u,Olivia Rodrigo,,6917522,,
23/07/2021,1009475770,Headshot,Lil Tjay,,14868097,,
23/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,133319785,,
23/07/2021,1084381669,Motley Crew,Post Malone,,683172,,
23/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,704371,,
23/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,41424897,,
23/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,2305623,,
23/07/2021,783914911,Rvssian, Lil Mosey,, Lil Tjay - Only The Team (with Lil Mosey & Lil Tjay),Rvssian,27942767
23/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,59237931,,
23/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,277597132,,
23/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,4719513,,
23/07/2021,1077630940,Cry No More,G Herbo,,890054,,
23/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,37873260,,
23/07/2021,229787464,Gassed Up,Nebu Kiniza,,164306004,,
23/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,Lil Baby,2212063,
23/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,9035767,,
23/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,42083577,,
23/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,53478721,,
23/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,1196989,,
23/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,Clever,15627242,
23/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,13821025,,
23/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,1988613,,
23/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,73424375,,
23/07/2021,1066292437,Feelin' Peachy,Kodak Black,,1532358,,
23/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,4361089,,
23/07/2021,574858791,Robbery,Juice WRLD,,145241727,,
23/07/2021,973586695,Time Today,MoneyBagg Yo,,8404888,,
23/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,404692,,
23/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,491288,,
23/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,383456,,
23/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,450955,,
23/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,2171829,,
24/07/2021,1056306229,Touchable,Remble,,5861491,,
24/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,2756949,,
24/07/2021,1026185437,2055,Sleepy Hallow,,9077340,,
24/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,42298844,,
24/07/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,2080707,,
24/07/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,11787789,,
24/07/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,5997223,,
24/07/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1413970,,
24/07/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,17383608,,
24/07/2021,1056690214,Tell Em,cochise,,7550929,,
24/07/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,2740199,,
24/07/2021,1034990764,Wockesha,MoneyBagg Yo,,10319873,,
24/07/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,20667237,,
24/07/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,37146718,,
24/07/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,16160328,,
24/07/2021,1061728813,Late At Night,Roddy Ricch,,4290901,,
24/07/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,8809011,,
24/07/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,2485928,,
24/07/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,36519816,,
24/07/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,4459178,,
24/07/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,66070104,,
24/07/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,11568956,,
24/07/2021,1067887690,DDG - ICarly Freestyle,D40,,2123532,,
24/07/2021,1075291135,Cabo,BANKROL HAYDEN,,1499339,,
24/07/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,50911084,,
24/07/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,4665711,,
24/07/2021,1060725346,Lil Baby, Lil Durk,,3975004,,
24/07/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,3219198,,
24/07/2021,1013619421,Tombstone,Rod Wave,,19285814,,
24/07/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,16270140,,
24/07/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1212807,,
24/07/2021,1060725400,Lil Baby, Lil Durk,,3960642,,
24/07/2021,1064620738,Polo G - Toxic,POLO G,,3034768,,
24/07/2021,816595933,Polo G - Martin & Gina,POLO G,,53001350,,
24/07/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,23997989,,
24/07/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2336204,,
24/07/2021,729604123,,LUCKY3RD,,8173725,,
24/07/2021,937006552,Lil Baby - On Me,Lil Baby,,28135002,,
24/07/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,2511811,,
24/07/2021,1056040759,ft OGbobbybillions ,blueface,,4487592,,
24/07/2021,1035859378,Final Warning,NLE Choppa,,6722724,,
24/07/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,3909527,,
24/07/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,2213183,,
24/07/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,12202183,,
24/07/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,10963981,,
24/07/2021,975542488,Pain,pinkpantheress,,4336712,,
24/07/2021,373180994,All Girls Are The Same,Juice WRLD,,188981240,,
24/07/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,1499936,,
24/07/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,12664258,,
24/07/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,17054631,,
24/07/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,510865,,
24/07/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,511695,,
24/07/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,14338701,,
24/07/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,185033412,,
24/07/2021,1064620216,Polo G - Black Hearted,POLO G,,3518116,,
24/07/2021,855569809,HIM.,Jaywall,,15332319,,
24/07/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,1293529,,
24/07/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,6684611,,
24/07/2021,1055542654,T-wayne - Player,T-wayne,,2150560,,
24/07/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,3104020,,
24/07/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,16294417,,
24/07/2021,763890439,Took Her To The O,King Von,,43052236,,
24/07/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,7405752,,
24/07/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,936217,,
24/07/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,5963370,,
24/07/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,17438588,,
24/07/2021,984680650,No Hoodie,Curly J,,5018698,,
24/07/2021,1003330801,Street Runner,Rod Wave,,14200058,,
24/07/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,4208865,,
24/07/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,3341174,,
24/07/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,612152,,
24/07/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,557864,,
24/07/2021,1048163956,good 4 u,Olivia Rodrigo,,6980189,,
24/07/2021,1009475770,Headshot,Lil Tjay,,14912304,,
24/07/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,133363619,,
24/07/2021,1084381669,Motley Crew,Post Malone,,719540,,
24/07/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,732912,,
24/07/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,41471589,,
24/07/2021,1052735683,Maybach (feat. Future),42 Dugg,,2340789,,
24/07/2021,783914911,Rvssian, Lil Mosey,,27987102,,
24/07/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,59282924,,
24/07/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,277639609,,
24/07/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,4780823,,
24/07/2021,1077630940,Cry No More,G Herbo,,918089,,
24/07/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,37912314,,
24/07/2021,229787464,Gassed Up,Nebu Kiniza,,164330068,,
24/07/2021,1060248796,Lil Baby, Lil Durk - Okay,,2244322,,
24/07/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,9062587,,
24/07/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,42136677,,
24/07/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,53519443,,
24/07/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,1231874,,
24/07/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,15666904,,
24/07/2021,373181102,DARK PLACE (demo),Juice WRLD,,13843342,,
24/07/2021,1066159183,Thot Shit,Megan Thee Stallion,,2026868,,
24/07/2021,656255261,Pop Smoke - Dior,POP SMOKE,,73472977,,
24/07/2021,1066292437,Feelin' Peachy,Kodak Black,,1564747,,
24/07/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,4385236,,
24/07/2021,574858791,Robbery,Juice WRLD,,145282527,,
24/07/2021,973586695,Time Today,MoneyBagg Yo,,8435658,,
24/07/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,442840,,
24/07/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,551056,,
24/07/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,422017,,
24/07/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,510393,,
24/07/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,2203360,,
24/07/2021,1090451293,Kodak Black - Senseless,rapcomeup,,686912,,
24/07/2021,1086195169,MIA,ssgkobe,,358063,,
24/07/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,381765,,
24/07/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,366194,,
24/07/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,391754,,
24/07/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,492624,,
24/07/2021,1079066473,How,JayPareil,,420230,,
25/07/2021,1056306229,Touchable,Remble,,6066751,,
25/07/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,2930537,,
25/07/2021,1026185437,2055,Sleepy Hallow,,9299312,,
25/07/2021,1023058027,Polo G - RAPSTAR,POLO G,,42452394,,
